chain,contract_reuse_count,runtime_group_count,contracts_in_group,cumulative_contracts,total_contracts,cumulative_contract_fraction,cumulative_runtime_groups,total_runtime_groups,cumulative_runtime_fraction
ethereum,9117,1,9117,4314440,72881396,0.05919809768737141,362543,362813,0.9992558149790663
ethereum,9129,1,9129,4323569,72881396,0.0593233559906015,362544,362813,0.9992585712198846
ethereum,9250,1,9250,4332819,72881396,0.05945027452547698,362545,362813,0.9992613274607028
ethereum,9344,1,9344,4342163,72881396,0.059578482827085257,362546,362813,0.9992640837015212
ethereum,9364,1,9364,4351527,72881396,0.059706965547147314,362547,362813,0.9992668399423394
ethereum,9391,1,9391,4360918,72881396,0.05983581873212198,362548,362813,0.9992695961831577
ethereum,9416,1,9416,4370334,72881396,0.05996501494016388,362549,362813,0.9992723524239759
ethereum,9643,1,9643,4379977,72881396,0.06009732579765623,362550,362813,0.9992751086647943
ethereum,9693,1,9693,4389670,72881396,0.060230322701283055,362551,362813,0.9992778649056125
ethereum,9734,1,9734,4399404,72881396,0.060363882162740135,362552,362813,0.9992806211464308
ethereum,9745,1,9745,4409149,72881396,0.060497592554346794,362553,362813,0.999283377387249
ethereum,9770,1,9770,4418919,72881396,0.06063164596902068,362554,362813,0.9992861336280674
ethereum,9800,1,9800,4428719,72881396,0.060766111011375246,362555,362813,0.9992888898688856
ethereum,9802,1,9802,4438521,72881396,0.0609006034955752,362556,362813,0.9992916461097039
ethereum,9838,1,9838,4448359,72881396,0.061035589932991956,362557,362813,0.9992944023505221
ethereum,9926,1,9926,4458285,72881396,0.06117178381160537,362558,362813,0.9992971585913405
ethereum,9993,1,9993,4468278,72881396,0.06130889699203895,362559,362813,0.9992999148321587
ethereum,10000,1,10000,4478278,72881396,0.06144610621893137,362560,362813,0.999302671072977
ethereum,10007,1,10007,4488285,72881396,0.061583411492282615,362561,362813,0.9993054273137952
ethereum,10017,1,10017,4498302,72881396,0.06172085397486075,362562,362813,0.9993081835546135
ethereum,10029,1,10029,4508331,72881396,0.06185846110851115,362563,362813,0.9993109397954318
ethereum,10053,1,10053,4518384,72881396,0.061996397544306095,362564,362813,0.9993136960362501
ethereum,10100,1,10100,4528484,72881396,0.06213497886346744,362565,362813,0.9993164522770683
ethereum,10109,1,10109,4538593,72881396,0.06227368367093298,362566,362813,0.9993192085178866
ethereum,10176,1,10176,4548769,72881396,0.062413307780218696,362567,362813,0.9993219647587049
ethereum,10225,1,10225,4558994,72881396,0.06255360421471619,362568,362813,0.9993247209995232
ethereum,10231,1,10231,4569225,72881396,0.06269398297474983,362569,362813,0.9993274772403414
ethereum,10258,1,10258,4579483,72881396,0.06283473219969607,362570,362813,0.9993302334811597
ethereum,10300,1,10300,4589783,72881396,0.06297605770339525,362571,362813,0.999332989721978
ethereum,10368,1,10368,4600151,72881396,0.06311831622983731,362572,362813,0.9993357459627963
ethereum,10456,1,10456,4610607,72881396,0.06326178219747602,362573,362813,0.9993385022036145
ethereum,10500,1,10500,4621107,72881396,0.06340585188571306,362574,362813,0.9993412584444328
ethereum,10583,1,10583,4631690,72881396,0.0635510604105333,362575,362813,0.999344014685251
ethereum,10616,1,10616,4642306,72881396,0.06369672172580229,362576,362813,0.9993467709260694
ethereum,10636,1,10636,4652942,72881396,0.06384265745952507,362577,362813,0.9993495271668876
ethereum,10690,1,10690,4663632,72881396,0.06398933412307306,362578,362813,0.9993522834077059
ethereum,10697,1,10697,4674329,72881396,0.06413610683307987,362579,362813,0.9993550396485241
ethereum,10713,1,10713,4685042,72881396,0.06428309907784972,362580,362813,0.9993577958893425
ethereum,10722,1,10722,4695764,72881396,0.06443021481092376,362581,362813,0.9993605521301607
ethereum,10804,1,10804,4706568,72881396,0.06457845565965833,362582,362813,0.999363308370979
ethereum,10996,1,10996,4717564,72881396,0.06472933092554924,362583,362813,0.9993660646117972
ethereum,11076,1,11076,4728640,72881396,0.06488130386525527,362584,362813,0.9993688208526156
ethereum,11097,1,11097,4739737,72881396,0.06503356494433779,362585,362813,0.9993715770934338
ethereum,11600,1,11600,4751337,72881396,0.06519272764753299,362586,362813,0.9993743333342521
ethereum,11630,1,11630,4762967,72881396,0.06535230197840887,362587,362813,0.9993770895750703
ethereum,11850,1,11850,4774817,72881396,0.06551489491227638,362588,362813,0.9993798458158887
ethereum,11900,1,11900,4786717,72881396,0.06567817389227835,362589,362813,0.9993826020567069
ethereum,11914,1,11914,4798631,72881396,0.06584164496519798,362590,362813,0.9993853582975252
ethereum,11950,1,11950,4810581,72881396,0.06600560999133441,362591,362813,0.9993881145383434
ethereum,12164,1,12164,4822745,72881396,0.06617251129492635,362592,362813,0.9993908707791617
ethereum,12190,1,12190,4834935,72881396,0.06633976934250821,362593,362813,0.99939362701998
ethereum,12262,1,12262,4847197,72881396,0.06650801529652368,362594,362813,0.9993963832607983
ethereum,12446,1,12446,4859643,72881396,0.06667878590031398,362595,362813,0.9993991395016165
ethereum,12583,1,12583,4872226,72881396,0.06685143627051271,362596,362813,0.9994018957424348
ethereum,12700,1,12700,4884926,72881396,0.06702569198866608,362597,362813,0.9994046519832531
ethereum,12706,1,12706,4897632,72881396,0.06720003003235558,362598,362813,0.9994074082240714
ethereum,12775,1,12775,4910407,72881396,0.06737531481971064,362599,362813,0.9994101644648896
ethereum,12778,1,12778,4923185,72881396,0.06755064076983378,362600,362813,0.9994129207057079
ethereum,12851,1,12851,4936036,72881396,0.06772696834731322,362601,362813,0.9994156769465262
ethereum,12880,1,12880,4948916,72881396,0.06790369383155065,362602,362813,0.9994184331873445
ethereum,13131,1,13131,4962047,72881396,0.06808386326738308,362603,362813,0.9994211894281627
ethereum,13179,1,13179,4975226,72881396,0.0682646913075046,362604,362813,0.999423945668981
ethereum,13300,1,13300,4988526,72881396,0.0684471795792715,362605,362813,0.9994267019097992
ethereum,13383,1,13383,5001909,72881396,0.06863080668762163,362606,362813,0.9994294581506176
ethereum,13398,1,13398,5015307,72881396,0.06881463960981209,362607,362813,0.9994322143914358
ethereum,13452,1,13452,5028759,72881396,0.06899921346182776,362608,362813,0.9994349706322541
ethereum,13572,1,13572,5042331,72881396,0.06918543382456614,362609,362813,0.9994377268730723
ethereum,13624,1,13624,5055955,72881396,0.06937236767528437,362610,362813,0.9994404831138907
ethereum,13815,1,13815,5069770,72881396,0.06956192222223624,362611,362813,0.9994432393547089
ethereum,13924,1,13924,5083694,72881396,0.06975297234976124,362612,362813,0.9994459955955272
ethereum,14040,1,14040,5097734,72881396,0.0699456141043182,362613,362813,0.9994487518363454
ethereum,14064,1,14064,5111798,72881396,0.07013858516101969,362614,362813,0.9994515080771638
ethereum,14658,1,14658,5126456,72881396,0.0703397064457986,362615,362813,0.999454264317982
ethereum,14789,1,14789,5141245,72881396,0.07054262517144978,362616,362813,0.9994570205588003
ethereum,14803,1,14803,5156048,72881396,0.07074573599001863,362617,362813,0.9994597767996185
ethereum,14931,1,14931,5170979,72881396,0.0709506030866917,362618,362813,0.9994625330404369
ethereum,15010,1,15010,5185989,72881396,0.07115655413625721,362619,362813,0.9994652892812551
ethereum,15143,1,15143,5201132,72881396,0.0713643300685404,362620,362813,0.9994680455220734
ethereum,15173,1,15173,5216305,72881396,0.07157251762850426,362621,362813,0.9994708017628916
ethereum,16179,1,16179,5232484,72881396,0.07179450843669351,362622,362813,0.9994735580037098
ethereum,16410,1,16410,5248894,72881396,0.07201966877802396,362623,362813,0.9994763142445282
ethereum,16726,1,16726,5265620,72881396,0.0722491649309242,362624,362813,0.9994790704853465
ethereum,16918,1,16918,5282538,72881396,0.0724812955009808,362625,362813,0.9994818267261647
ethereum,17000,1,17000,5299538,72881396,0.07271455118669791,362626,362813,0.999484582966983
ethereum,17129,1,17129,5316667,72881396,0.07294957687144192,362627,362813,0.9994873392078013
ethereum,17228,1,17228,5333895,72881396,0.07318596092753218,362628,362813,0.9994900954486196
ethereum,17307,1,17307,5351202,72881396,0.07342342893651488,362629,362813,0.9994928516894378
ethereum,17348,1,17348,5368550,72881396,0.07366145950332785,362630,362813,0.999495607930256
ethereum,17400,1,17400,5385950,72881396,0.07390020355812064,362631,362813,0.9994983641710744
ethereum,17652,1,17652,5403602,72881396,0.07414240528543115,362632,362813,0.9995011204118927
ethereum,18025,1,18025,5421627,72881396,0.07438972491690472,362633,362813,0.9995038766527109
ethereum,18185,1,18185,5439812,72881396,0.07463923989600858,362634,362813,0.9995066328935291
ethereum,18411,1,18411,5458223,72881396,0.0748918558036402,362635,362813,0.9995093891343474
ethereum,18466,1,18466,5476689,72881396,0.07514522636201974,362636,362813,0.9995121453751658
ethereum,18576,1,18576,5495265,72881396,0.0754001062218951,362637,362813,0.999514901615984
ethereum,18608,1,18608,5513873,72881396,0.0756554251512965,362638,362813,0.9995176578568022
ethereum,18650,1,18650,5532523,72881396,0.07591132035945085,362639,362813,0.9995204140976205
ethereum,18784,1,18784,5551307,72881396,0.07616905417124557,362640,362813,0.9995231703384388
ethereum,18831,1,18831,5570138,72881396,0.07642743286640667,362641,362813,0.9995259265792571
ethereum,19073,1,19073,5589211,72881396,0.07668913202485858,362642,362813,0.9995286828200753
ethereum,19130,1,19130,5608341,72881396,0.07695161327590377,362643,362813,0.9995314390608936
ethereum,19229,1,19229,5627570,72881396,0.07721545289829519,362644,362813,0.999534195301712
ethereum,19259,1,19259,5646829,72881396,0.0774797041483673,362645,362813,0.9995369515425302
ethereum,19828,1,19828,5666657,72881396,0.07775176260344958,362646,362813,0.9995397077833484
ethereum,19858,1,19858,5686515,72881396,0.07802423268621254,362647,362813,0.9995424640241667
ethereum,19881,1,19881,5706396,72881396,0.07829701835019735,362648,362813,0.999545220264985
ethereum,20240,1,20240,5726636,72881396,0.0785747298254276,362649,362813,0.9995479765058033
ethereum,20257,1,20257,5746893,72881396,0.07885267455634357,362650,362813,0.9995507327466215
ethereum,20581,1,20581,5767474,72881396,0.07913506486621084,362651,362813,0.9995534889874398
ethereum,20730,1,20730,5788204,72881396,0.07941949959355883,362652,362813,0.999556245228258
ethereum,20981,1,20981,5809185,72881396,0.07970737827250181,362653,362813,0.9995590014690764
ethereum,21591,1,21591,5830776,72881396,0.08000362671428522,362654,362813,0.9995617577098946
ethereum,21677,1,21677,5852453,72881396,0.08030105515541991,362655,362813,0.9995645139507129
ethereum,22000,1,22000,5874453,72881396,0.08060291545458323,362656,362813,0.9995672701915311
ethereum,22375,1,22375,5896828,72881396,0.080909921099755,362657,362813,0.9995700264323495
ethereum,22418,1,22418,5919246,72881396,0.08121751674460242,362658,362813,0.9995727826731677
ethereum,22560,1,22560,5941806,72881396,0.08152706076047171,362659,362813,0.999575538913986
ethereum,22600,1,22600,5964406,72881396,0.08183715361324857,362660,362813,0.9995782951548042
ethereum,22685,1,22685,5987091,72881396,0.08214841274445402,362661,362813,0.9995810513956226
ethereum,22756,1,22756,6009847,72881396,0.0824606460611704,362662,362813,0.9995838076364408
ethereum,22925,1,22925,6032772,72881396,0.08277519821382126,362663,362813,0.9995865638772591
ethereum,22932,1,22932,6055704,72881396,0.08308984641293095,362664,362813,0.9995893201180773
ethereum,23175,1,23175,6078879,72881396,0.08340782879625412,362665,362813,0.9995920763588956
ethereum,23183,1,23183,6102062,72881396,0.08372592094695881,362666,362813,0.9995948325997139
ethereum,23465,1,23465,6125527,72881396,0.08404788239786186,362667,362813,0.9995975888405322
ethereum,24410,1,24410,6149937,72881396,0.08438281012070625,362668,362813,0.9996003450813504
ethereum,24467,1,24467,6174404,72881396,0.08471851993614392,362669,362813,0.9996031013221687
ethereum,24745,1,24745,6199149,72881396,0.08505804416808921,362670,362813,0.999605857562987
ethereum,25151,1,25151,6224300,72881396,0.08540313909464632,362671,362813,0.9996086138038053
ethereum,26397,1,26397,6250697,72881396,0.08576533029087423,362672,362813,0.9996113700446235
ethereum,27020,1,27020,6277717,72881396,0.08613606962193754,362673,362813,0.9996141262854418
ethereum,27629,1,27629,6305346,72881396,0.0865151649949186,362674,362813,0.9996168825262601
ethereum,27748,1,27748,6333094,72881396,0.08689589315769967,362675,362813,0.9996196387670784
ethereum,27875,1,27875,6360969,72881396,0.08727836387766227,362676,362813,0.9996223950078966
ethereum,28548,1,28548,6389517,72881396,0.08767006877859475,362677,362813,0.9996251512487149
ethereum,28821,1,28821,6418338,72881396,0.08806551949142137,362678,362813,0.9996279074895332
ethereum,29054,1,29054,6447392,72881396,0.0884641671792346,362679,362813,0.9996306637303515
ethereum,29500,1,29500,6476892,72881396,0.08886893439856723,362680,362813,0.9996334199711697
ethereum,29581,1,29581,6506473,72881396,0.08927481301263768,362681,362813,0.999636176211988
ethereum,29600,1,29600,6536073,72881396,0.08968095232423923,362682,362813,0.9996389324528062
ethereum,30335,1,30335,6566408,72881396,0.09009717651401737,362683,362813,0.9996416886936246
ethereum,30371,1,30371,6596779,72881396,0.09051389465701233,362684,362813,0.9996444449344428
ethereum,30476,1,30476,6627255,72881396,0.09093205349688965,362685,362813,0.9996472011752611
ethereum,30500,2,61000,6688255,72881396,0.09176902978093339,362687,362813,0.9996527136568977
ethereum,31177,1,31177,6719432,72881396,0.09219680698761588,362688,362813,0.9996554698977159
ethereum,31364,1,31364,6750796,72881396,0.09262715000684126,362689,362813,0.9996582261385342
ethereum,31672,1,31672,6782468,72881396,0.09306171907025491,362690,362813,0.9996609823793524
ethereum,31953,1,31953,6814421,72881396,0.09350014371294425,362691,362813,0.9996637386201708
ethereum,32450,1,32450,6846871,72881396,0.09394538765421014,362692,362813,0.999666494860989
ethereum,32460,1,32460,6879331,72881396,0.09439076880470292,362693,362813,0.9996692511018073
ethereum,32531,1,32531,6911862,72881396,0.09483712414070664,362694,362813,0.9996720073426255
ethereum,32912,1,32912,6944774,72881396,0.09528870714825495,362695,362813,0.9996747635834438
ethereum,33014,1,33014,6977788,72881396,0.09574168968991757,362696,362813,0.9996775198242621
ethereum,33690,1,33690,7011478,72881396,0.09620394757531812,362697,362813,0.9996802760650804
ethereum,33708,1,33708,7045186,72881396,0.09666645243732708,362698,362813,0.9996830323058986
ethereum,33765,1,33765,7078951,72881396,0.09712973939192932,362699,362813,0.9996857885467169
ethereum,34183,1,34183,7113134,72881396,0.09759876169221567,362700,362813,0.9996885447875352
ethereum,34383,1,34383,7147517,72881396,0.09807052817703986,362701,362813,0.9996913010283535
ethereum,34403,1,34403,7181920,72881396,0.09854256908031783,362702,362813,0.9996940572691717
ethereum,34928,1,34928,7216848,72881396,0.09902181346800766,362703,362813,0.99969681350999
ethereum,35529,1,35529,7252377,72881396,0.09950930413023373,362704,362813,0.9996995697508083
ethereum,37444,1,37444,7289821,72881396,0.10002307035940969,362705,362813,0.9997023259916266
ethereum,37711,1,37711,7327532,72881396,0.10054050007494368,362706,362813,0.9997050822324448
ethereum,38318,1,38318,7365850,72881396,0.10106625839055004,362707,362813,0.999707838473263
ethereum,38475,1,38475,7404325,72881396,0.1015941708910186,362708,362813,0.9997105947140814
ethereum,39505,1,39505,7443830,72881396,0.1021362159418571,362709,362813,0.9997133509548997
ethereum,39725,1,39725,7483555,72881396,0.10268127959568722,362710,362813,0.9997161071957179
ethereum,43468,1,43468,7527023,72881396,0.10327770066314317,362711,362813,0.9997188634365362
ethereum,43954,1,43954,7570977,72881396,0.1038807900990261,362712,362813,0.9997216196773544
ethereum,44352,1,44352,7615329,72881396,0.10448934046213934,362713,362813,0.9997243759181728
ethereum,45165,1,45165,7660494,72881396,0.10510904593539894,362714,362813,0.999727132158991
ethereum,46546,1,46546,7707040,72881396,0.10574770000289237,362715,362813,0.9997298883998093
ethereum,46673,1,46673,7753713,72881396,0.10638809662756735,362716,362813,0.9997326446406275
ethereum,46700,1,46700,7800413,72881396,0.10702886371715492,362717,362813,0.9997354008814459
ethereum,48252,1,48252,7848665,72881396,0.10769092567875621,362718,362813,0.9997381571222641
ethereum,48647,1,48647,7897312,72881396,0.10835840740481974,362719,362813,0.9997409133630824
ethereum,49560,1,49560,7946872,72881396,0.10903841633329855,362720,362813,0.9997436696039006
ethereum,51072,1,51072,7997944,72881396,0.1097391712968835,362721,362813,0.999746425844719
ethereum,51305,1,51305,8049249,72881396,0.11044312323545503,362722,362813,0.9997491820855372
ethereum,51456,1,51456,8100705,72881396,0.11114914703335266,362723,362813,0.9997519383263554
ethereum,54000,1,54000,8154705,72881396,0.1118900768585717,362724,362813,0.9997546945671737
ethereum,55449,1,55449,8210154,72881396,0.11265088830076746,362725,362813,0.9997574508079919
